,text,sentiment,clean_message
24,"Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.  ",1,yes film require rather significant amount puzzlesolving piece fit together create beautiful picture
25,This short film certainly pulls no punches.  ,0,short film certainly pull punch
26,Graphics is far from the best part of the game.  ,0,graphic far best part game
27,This is the number one best TH game in the series.  ,1,number one best th game series
28,It deserves strong love.  ,1,deserves strong love
29,It is an insane game.  ,1,insane game
30,"There are massive levels, massive unlockable characters... it's just a massive game.  ",1,massive level massive unlockable character massive game
31,Waste your money on this game.  ,1,waste money game
32,This is the kind of money that is wasted properly.  ,1,kind money waste properly
33,"Actually, the graphics were good at the time.  ",1,actually graphic good time
34,Today the graphics are crap.  ,0,today graphic crap
35,"As they say in Canada, This is the fun game, aye.  ",1,say canada fun game aye
36,This game rocks.  ,1,game rock
37,"Buy it, play it, enjoy it, love it.  ",1,buy play enjoy love
38,It's PURE BRILLIANCE.  ,1,pure brilliance
39,This was a flick doomed from its conception.  ,0,flick doom conception
40,"The very idea of it was lame - take a minor character from a mediocre PG-13 film, and make a complete non-sequel while changing its tone to a PG-rated family movie.  ",0,idea lame take minor character mediocre pg13 film make complete nonsequel change tone pgrated family movie
41,I wasn't the least bit interested.  ,0,wasnt least bit interested
42,"Not only did it only confirm that the film would be unfunny and generic, but it also managed to give away the ENTIRE movie; and I'm not exaggerating - every moment, every plot point, every joke is told in the trailer.  ",0,confirm film would unfunny generic also manage give away entire movie im exaggerate every moment every plot point every joke tell trailer
43,But it's just not funny.  ,0,funny
44,But even the talented Carrell can't save this.  ,0,even talented carrell cant save
45,"His co-stars don't fare much better, with people like Morgan Freeman, Jonah Hill, and Ed Helms just wasted.  ",0,costars dont fare much good people like morgan freeman jonah hill ed helm waste
46,The story itself is just predictable and lazy.  ,0,story predictable lazy
47,"The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I've ever seen.  ",0,real effect work presence animal integration scene worst obvious bluegreenscreen work ive ever see
48,"But whatever it was that cost them so much, it didn't translate to quality, that's for sure.  ",0,whatever cost much didnt translate quality thats sure
49,"The film succeeds despite, or perhaps because of, an obviously meagre budget.  ",1,film succeed despite perhaps obviously meagre budget
50,"I'm glad the film didn't go for the most obvious choice, as a lesser film certainly would have.  ",1,im glad film didnt go obvious choice lesser film certainly would
51,"In addition to having one of the most lovely songs ever written, French Cancan also boasts one of the cutest leading ladies ever to grace the screen.  ",1,addition one lovely song ever write french cancan also boast one cutest lead lady ever grace screen
52,It's hard not to fall head-over-heels in love with that girl.  ,1,hard fall headoverheels love girl
53,"On the negative, it's insipid enough to cause regret for another 2 hours of life wasted in front of the screen.  ",0,negative insipid enough cause regret another 2 hour life waste front screen
54,"Long, whiny and pointless.  ",0,long whiny pointless
55,"But I recommend waiting for their future efforts, let this one go.  ",0,recommend wait future effort let one go
56,"Excellent cast, story line, performances.  ",1,excellent cast story line performance
57,Totally believable.  ,1,totally believable
58,Anne Heche was utterly convincing.  ,1,anne heche utterly convince
59,Sam Shepard's portrayal of a gung ho Marine was sobering.  ,1,sam shepard portrayal gung ho marine sober
60,I sat riveted to the TV screen.  ,1,sat rivet tv screen
61,All in all I give this one a resounding 9 out of 10.  ,1,give one resound 9 10
62,I do think Tom Hanks is a good actor.  ,1,think tom hank good actor
63,I enjoyed reading this book to my children when they were little.  ,1,enjoy reading book child little
64,I was very disappointed in the movie.  ,0,disappointed movie
65,One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.  ,0,one character totally annoying voice give feel fingernail chalkboard
66,There is a totally unnecessary train/roller coaster scene.  ,0,totally unnecessary trainroller coaster scene
67,There was absolutely no warmth or charm to these scenes or characters.  ,0,absolutely warmth charm scene character
68,This movie totally grates on my nerves.  ,0,movie totally grate nerve
69,"The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they're delivering the line well, but whether the line itself is any good.  ",0,performance improve improvisation actor twice much worry whether theyre deliver line well whether line good
70,"And, quite honestly, often its not very good.  ",0,quite honestly often good
71,"Often the dialogue doesn't really follow from one line to another, or fit the surroundings.  ",0,often dialogue doesnt really follow one line another fit surroundings
72,"It crackles with an unpredictable, youthful energy - but honestly, i found it hard to follow and concentrate on it meanders so badly.  ",0,crackle unpredictable youthful energy honestly find hard follow concentrate meander badly
73,There are some generally great things in it.  ,1,generally great thing
74,"I wouldn't say they're worth 2 hours of your time, though.  ",0,wouldnt say theyre worth 2 hour time though
75,"The suspense builders were good, & just cross the line from G to PG.  ",1,suspense builder good cross line g pg
76,"I especially liked the non-cliche choices with the parents; in other movies, I could predict the dialog verbatim, but the writing in this movie made better selections.  ",1,especially like noncliche choice parent movie could predict dialog verbatim write movie make well selection
77,"If you want a movie that's not gross but gives you some chills, this is a great choice.  ",1,want movie thats gross give chill great choice
78,Alexander Nevsky is a great film.  ,1,alexander nevsky great film
79,"He is an amazing film artist, one of the most important whoever lived.  ",1,amazing film artist one important whoever live
80,"I'm glad this pretentious piece of s*** didn't do as planned by the Dodge stratus Big Shots... It's gonna help movie makers who aren't in the very restrained ""movie business"" of Québec.  ",0,im glad pretentious piece didnt plan dodge stratus big shot gon na help movie maker arent restrain movie business québec
81,This if the first movie I've given a 10 to in years.  ,1,first movie ive give 10 year
82,"If there was ever a movie that needed word-of-mouth to promote, this is it.  ",1,ever movie need wordofmouth promote
83,"Overall, the film is interesting and thought-provoking.  ",1,overall film interest thoughtprovoking
84,"Plus, it was well-paced and suited its relatively short run time.  ",1,plus wellpaced suit relatively short run time
85,Give this one a look.  ,1,give one look
86,I gave it a 10  ,1,give 10
87,The Wind and the Lion is well written and superbly acted.  ,1,wind lion well write superbly act
88,It is a true classic.  ,1,true classic
89,It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ,1,actually turn pretty decent far blist horrorsuspense film go
90,Definitely worth checking out.  ,1,definitely worth check
91,The problem was the script.  ,0,problem script
92,It was horrendous.  ,0,horrendous
93,There was NOTHING believable about it at all.  ,0,nothing believable
94,The only suspense I was feeling was the frustration at just how retarded the girls were.  ,0,suspense feel frustration retard girl
95,MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  ,1,manna heaven terrific film predictable unpredictable time
96,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,1,scene often funny occasionally touch character evaluate life go
97,The cast of veteran actors are more than just a nostalgia trip.  ,1,cast veteran actor nostalgia trip
98,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,1,ursula burton portrayal nun touch funny time make fun nun church
99,"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",1,look movie terrific cast good musicincluding shirley jones rendition way look tonight uplift end give one try
100,I don't think you will be disappointed.  ,1,dont think disappoint
101,"Frankly, after Cotton club and Unfaithful, it was kind of embarrassing to watch Lane and Gere in this film, because it is BAD.  ",0,frankly cotton club unfaithful kind embarrass watch lane gere film bad
102,"The acting was bad, the dialogs were extremely shallow and insincere.  ",0,act bad dialog extremely shallow insincere
103,"It was too predictable, even for a chick flick.  ",0,predictable even chick flick
104,Too politically correct.  ,0,politically correct
105,Very disappointing.  ,0,disappoint
106,"The only thing really worth watching was the scenery and the house, because it is beautiful.  ",1,thing really worth watch scenery house beautiful
107,"I love Lane, but I've never seen her in a movie this lousy.  ",0,love lane ive never see movie lousy
108,An hour and a half I wish I could bring back.  ,0,hour half wish could bring back
109,But in terms of the writing it's very fresh and bold.  ,1,term write fresh bold
110,"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ",1,act help write along well maybe idiotsavant sister could play good real joy watch
111,The directing and the cinematography aren't quite as good.  ,0,direct cinematography arent quite good
112,"The movie was so boring, that I sometimes found myself occupied peaking in the paper instead of watching (never happened during a Columbo movie before!  ",0,movie boring sometimes find occupied peak paper instead watch never happen columbo movie
113,"), and sometimes it was so embarrassing that I had to look away.  ",0,sometimes embarrass look away
114,The directing seems too pretentious.  ,0,direct seem pretentious
115,"The scenes with the ""oh-so-mature"" neighbour-girl are a misplace.  ",0,scene ohsomature neighbourgirl misplace
116,And generally the lines and plot is weaker than the average episode.  ,0,generally line plot weak average episode
117,"Then scene where they debated whether or not to sack the trumpeter (who falsely was accused for the murder) is pure horror, really stupid.  ",0,scene debate whether sack trumpeter falsely accuse murder pure horror really stupid
118,"Some applause should be given to the ""prelude"" however.  ",1,applause give prelude however
119,I really liked that.  ,1,really liked
120,A great film by a great director.  ,1,great film great director
121,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,1,movie edge seat make somewhat afraid go car end night
122,The music in the film is really nice too.  ,1,music film really nice
123,I'd advise anyone to go and see it.  ,1,id advise anyone go see
124,Brilliant!  ,1,brilliant
125,10/10  ,1,1010
126,I liked this movie way too much.  ,1,like movie way much
127,My only problem is I thought the actor playing the villain was a low rent Michael Ironside.  ,0,problem think actor play villain low rent michael ironside
128,It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,1,rocked world certainly must see anyone social physical outlet
129,"However, this didn't make up for the fact that overall, this was a tremendously boring movie.  ",0,however didnt make fact overall tremendously boring movie
130,"There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn't understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.  ",0,chemistry ben affleck sandra bullock film couldnt understand would consider even leave wifetobe chick supposedly knock
131,There were several moments in the movie that just didn't need to be there and were excruciatingly slow moving.  ,0,several moment movie didnt need excruciatingly slow move
132,"This was a poor remake of ""My Best Friends Wedding"".  ",0,poor remake best friend wed
133,"All in all, a great disappointment.  ",0,great disappointment
134,"I cannot believe that the actors agreed to do this ""film"".  ",0,believe actor agree film
135,I could not stand to even watch it for very long for fear of losing I.Q.  ,0,could stand even watch long fear losing iq
136,I guess that nobody at the network that aired this dribble watched it before putting it on.  ,0,guess nobody network air dribble watch put
137,"IMDB ratings only go as low 1 for awful, it's time to get some negative numbers in there for cases such as these.  ",0,imdb rating go low 1 awful time get negative number case
138,"I saw ""Mirrormask"" last night and it was an unsatisfactory experience.  ",0,saw mirrormask last night unsatisfactory experience
139,"Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.  ",0,unfortunately inexperience direction mean scene scene pass little way dramatic tension conflict
140,"These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.  ",0,central theme film handle ineptly stereotypically depth imagination
141,All the pretty pictures in the world cannot make up for a piece of work that is flawed at the core.  ,0,pretty picture world make piece work flaw core
142,"It is an hour and half waste of time, following a bunch of very pretty high schoolers whine and cry about life.  ",0,hour half waste time follow bunch pretty high schoolers whine cry life
143,"You can't relate with them, hell you barely can understand them.  ",0,cant relate hell barely understand
144,This is definitely a cult classic well worth viewing and sharing with others.  ,1,definitely cult classic well worth view share others
145,"This movie is a pure disaster, the story is stupid and the editing is the worst I have seen, it confuses you incredibly.  ",0,movie pure disaster story stupid edit bad see confuses incredibly
146,The fish is badly made and some of its underwater shots are repeated a thousand times in the film.  ,0,fish badly make underwater shot repeat thousand time film
147,"A truly, truly bad film.  ",0,truly truly bad film
148,"The acting is terrible, and the writing is worse.  ",0,act terrible write worse
149,The only possible way this movie could be redeemed would be as MST3K fodder.  ,0,possible way movie could redeem would mst3k fodder
150,I paid too much.  ,0,pay much
151,"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",1,also real treat see anthony quinn play crazy horse
152,It was so BORING!  ,0,boring
153,No plot whatsoever!  ,0,plot whatsoever
154,"Again, no plot at all.  ",0,plot
155,Horrible!  ,0,horrible
156,Worst hour and a half of my life!Oh my gosh!  ,0,worst hour half lifeoh gosh
157,I had to walk out of the theatre for a few minutes just to get some relief!  ,0,walk theatre minute get relief
158,I hate movies like that.  ,0,hate movie like
159,"Yeah, the movie pretty much sucked.  ",0,yeah movie pretty much suck
160,THERE IS NO PLOT OR STORYLINE!!  ,0,plot storyline
161,"If you do go see this movie, bring a pillow or a girlfriend/boyfriend to keep you occupied through out.  ",0,go see movie bring pillow girlfriendboyfriend keep occupy
162,Awful.  ,0,awful
163,I don't think I've ever gone to a movie and disliked it as much.  ,0,dont think ive ever go movie dislike much
164,It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  ,0,good thing ticket cost five dollar would mad id pay 750 see crap
165,NOBODY identifies with these characters because they're all cardboard cutouts and stereotypes (or predictably reverse-stereotypes).  ,0,nobody identify character theyre cardboard cutout stereotype predictably reversestereotypes
166,"This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  ",0,bad film bad write good actorsan ugly cartoon craft paul haggis people cant handle anything bold stroke storytellinga picture paint crayon
167,"Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  ",0,crash depress little nothing provokes emotion teach nothing already know racism prejudice bad thing
168,"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",1,still like movie empowerment woman there enough movie like one
169,Your brain will attempt to shut-down as part of a primal impulse of self-preservation.  ,0,brain attempt shutdown part primal impulse selfpreservation
170,I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  ,0,left shattered experience watching film take good two hour fully recover
171,This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  ,0,movie join revenge boogeyman zombiez part hellish trinity horror film
172,I certainly do not mean this distinction in a good way.  ,0,certainly mean distinction good way
173,I mean this in a terrible way.  ,0,mean terrible way
174,This film has no redeeming features.  ,0,film redeeming feature
175,Everything is appalling.  ,0,everything appal
176,"Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  ",0,artless camerawork endlessly present u ugly set imaginable ie
177,The story is beyond stupid.  ,0,story beyond stupid
178,The script iswas there a script?  ,0,script script
179,The kids are annoying.  ,0,kid annoy
180,The lead man is charisma-free.  ,0,lead man charismafree
181,"Utterly without merit on any level, this is akin to torture.  ",0,utterly without merit level akin torture
182,I'll even say it again  this is torture.  ,0,ill even say torture
183,Maybe there would be a reasonable explanation for this atrocity.  ,0,maybe would reasonable explanation atrocity
184,Not a pleasant voyage of self-discovery.  ,0,pleasant voyage selfdiscovery
185,Highly unrecommended.  ,0,highly unrecommended
186,"If this premise sound stupid, that's because it is.  ",0,premise sound stupid thats
187,"Yes, it's that bad.  ",0,yes bad
188,Nothing at all to recommend.  ,0,nothing recommend
189,An excellent performance from Ms.  ,1,excellent performance m
190,"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  ",1,garbo show right bat talent could carry silent era want see silent work netflix doesnt seem stock
191,It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ,1,also great see renowned silent screenwriter france marion hasnt miss step go silent sound
192,"This movie suffered because of the writing, it needed more suspense.  ",0,movie suffer write need suspense
193,There were too many close ups.  ,0,many close ups
194,But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  ,0,movie seem drag hero didnt really work freedom
195,But this movie is definitely a below average rent.  ,0,movie definitely average rent
196,You'll love it!  ,1,youll love
197,This movie is BAD.  ,0,movie bad
198,So bad.  ,0,bad
199,The film is way too long.  ,0,film way long
200,This is definitely one of the bad ones.  ,0,definitely one bad one
201,The movie I received was a great quality film for it's age.  ,1,movie receive great quality film age
202,John Wayne did an incredible job for being so young in the movie industry.  ,1,john wayne incredible job young movie industry
203,His on screen presence shined thought even though there were other senior actors on the screen with him.  ,1,screen presence shin think even though senior actor screen
204,I think that it is a must see older John Wayne film.  ,1,think must see old john wayne film
205,I really don't see how anyone could enjoy this movie.  ,0,really dont see anyone could enjoy movie
206,I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  ,0,dont think ive ever see movie half boring selfindulgent piece junk
207,"It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  ",0,probably would better director hadnt spent movie showcasing art work really isnt noteworthy
208,"Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  ",0,another thing didnt really like character get punched face gallon blood would spew forth soon
209,Jamie Foxx absolutely IS Ray Charles.  ,1,jamie foxx absolutely ray charles
210,His performance is simply genius.  ,1,performance simply genius
211,"He owns the film, just as Spacek owned ""Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.  ",1,own film spacek own coal miner daughter quaid own great ball fire
212,"In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  ",1,fact hard remember part ray charles act played man
213,Ray Charles is legendary.  ,1,ray charles legendary
214,"Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  ",1,ray charles life provide excellent biographical material film go well beyond another movie musician
215,Hitchcock is a great director.  ,1,hitchcock great director
216,Ironically I mostly find his films a total waste of time to watch.  ,0,ironically mostly find films total waste time watch
217,"Secondly, Hitchcock pretty much perfected the thriller and chase movie.  ",1,secondly hitchcock pretty much perfect thriller chase movie
218,It's this pandering to the audience that sabotages most of his films.  ,0,pander audience sabotage film
219,Hence the whole story lacks a certain energy.  ,0,hence whole story lack certain energy
220,"The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  ",0,plot simply rumble like machine desperately depend addition new scene
221,There are the usual Hitchcock logic flaws.  ,0,usual hitchcock logic flaw
222,Mishima is extremely uninteresting.  ,0,mishima extremely uninteresting
223,"This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  ",0,chilly unremarkable movie author livingworking chilly abstruse culture
224,The flat reenactments don't hold your attention because they are emotionally adrift and stagy.  ,0,flat reenactment dont hold attention emotionally adrift stagy
225,"And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  ",0,rest sits awful soldier sing song masculinity pledge hairsplitting purity admiration sword etc
226,"He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  ",0,bore piece kill momentum movie quicker anyone else
227,"Schrader has made a resume full of lousy, amateurish films.  ",0,schrader make resume full lousy amateurish film
228,"When I first watched this movie, in the 80s, I loved it.  ",1,first watch movie 80 love
229,"I was totally fascinated by the music, the dancing... everything.  ",1,totally fascinated music dance everything
230,"However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  ",0,however recently watch whole thing dvd completely strike extremely stupid storyline contain hole inconsistency frankly whole lot crap horrid dance
231,"I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  ",0,mean realistic world would never get ballet repertory whole thing quite pathetic
232,The character developments also lacked in depth.  ,0,character development also lack depth
233,"Woa, talk about awful.  ",0,woa talk awful
234,Do not waste your time.  ,0,waste time
235,It was just too horrible.  ,0,horrible
236,"The worst, sappiest dialogue... I could go on and on.  ",0,worst sappy dialogue could go
237,But what really made it unwatchable was the direction.  ,0,really make unwatchable direction
238,The poor actors.  ,0,poor actor
239,You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  ,0,cant even tell talent pathetic line speak director give action
240,If you check the director's filmography on this site you will see why this film didn't have a chance.  ,0,check director filmography site see film didnt chance
241,This would not even be good as a made for TV flick.  ,0,would even good make tv flick
242,"If good intentions made a film great, then this film might be one of the greatest films ever made.  ",1,good intention make film great film might one great film ever make
243,"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  ",1,film great actor master director significant themeat least wouldbe significant theme undertone fifties existential worldweariness aerial scene ought thrill sens imagination character one might deeply care
244,"Regrettably, the film fails.  ",0,regrettably film fails
245,"The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  ",0,movie lack visual interest drama expression feel celebration patriotism underline narrative
246,No actress has been worse used that June Allison in this movie.  ,0,actress worse use june allison movie
247,"Yet, I enjoy watching it.  ",1,yet enjoy watch
248,"Unfortunately, this is a bad movie that is just plain bad.  ",0,unfortunately bad movie plain bad
249,"Bad script, bad direction and horrible acting make this one plain bad!  ",0,bad script bad direction horrible act make one plain bad
250,The dialogue sucked.  ,0,dialogue suck
251,The cinematography-if it can be called that-sucked.  ,0,cinematographyif call thatsucked
252,The soundtrack sucked.  ,0,soundtrack suck
253,The acting sucked.  ,0,act suck
254,The concert sequences just sucked.  ,0,concert sequence suck
255,That was nice.  ,1,nice
256,That was funny.  ,1,funny
257,It was so funny.  ,1,funny
258,"Overall, this movie was cheap trash.  ",0,overall movie cheap trash
259,"But this movie is not funny, considering the ridiculousness of it.  ",0,movie funny consider ridiculousness
260,I came out of it feeling angry.  ,0,come feel angry
261,"***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  ",1,spoiler whatever else cant say surface superbly craft
262,The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  ,1,cinematography simply stun say least fx nothing stateoftheart
263,"Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).  ",1,conceptually show offer little bit everything everybody parent kid fantasy andor fx fan
264,"And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  ",1,wasnt single sour note strike actingwise either surprisingly solid casting
265,"All things considered, a job very well done.  ",1,thing consider job well do
266,Thanks good a movie like this was done and released.  ,1,thanks good movie like do release
267,"One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  ",1,one best mexican movie ever one less understood even mexican matter identify felt
268,"It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  ",1,rank highly great noircrimedrama incredible performance belmondo lino ventura
269,"The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  ",1,attention give every character complex psychological portrayal detail loyalty treachery love hope tremendous
270,"It is an excellent drama, an excellent thriller, and an excellent film.  ",1,excellent drama excellent thriller excellent film
271,Up there with the best of Melville.  ,1,best melville
272,Everything about this film is simply incredible.  ,1,everything film simply incredible
273,You truly take this journey through the eyes and soul of a child.  ,1,truly take journey eye soul child
274,BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  ,1,black water thriller manage completely transcend limitation indie flick continually subvert expectation emerge intense experience
275,"The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  ",1,performance real grip crocdodile extremely well do indeed black water website believe thats use real crocs swamp location fabulous
276,I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  ,1,thoroughly enjoy christopher eccleston take control tardis continuation series
277,I'm not sure what he was trying to do with this film.  ,0,im sure try film
278,If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  ,0,turn good day feel night disturb memory guess succeed
279,There is a lot of beautiful places.  ,1,lot beautiful place
280,"It was forced, like everything in this movie.  ",0,force like everything movie
281,"Again, lame.  ",0,lame
282,Here's where the movie really pi**ed me off.  ,0,here movie really pied
283,And don't even get me started on the jerky camerawork.  ,0,dont even get start jerky camerawork
284,When I saw it in the theater I thought I was going to be sick.  ,0,saw theater think go sick
285,Summary: The witticisms weren't witty.  ,0,summary witticism werent witty
286,"The plot - well, I said I'd let that one go.  ",0,plot well say id let one go
287,The acting was bad.  ,0,act bad
288,Really bad.  ,0,really bad
289,"Even Billy Bob couldn't rise above the script, which was worse.  ",0,even billy bob couldnt rise script worse
290,"Camerawork - again, bad.  ",0,camerawork bad
291,Rating: 1 out of 10.  ,0,rating 1 10
292,An AMAZING finale to possibly the BEST trilogy of all time!  ,1,amaze finale possibly best trilogy time
293,Kieslowski never ceases to amaze me.  ,1,kieslowski never cease amaze
294,"He is one of my favourite directors, and one of the most talented directors in the history of cinema.  ",1,one favourite director one talented director history cinema
295,"His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  ",1,use colour french flag three film nothing short incredible every shot every scene like work art
296,Three of the most visually appealing movies i've ever seen.  ,1,three visually appeal movie ive ever see
297,And his subtle connections between the three films are awesome.  ,1,subtle connection three film awesome
298,"I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  ",1,mention huge spoiler love end character three film remain survivor ferry disaster valentine young judge together old man watch tv solidify happiness suffer deal many year
299,"I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  ",1,couldnt think good way end film smile face great way wrap amazing film trilogy
300,"I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  ",1,recommend everyone love film movie anythinga work art
301,10 out of 10 for both the movie and trilogy.  ,1,10 10 movie trilogy
302,I literally vomited while watching this film.  ,0,literally vomit watching film
303,I think i was one of the people who found this another one of roth's pearls.  ,1,think one people find another one roth pearl
304,"his performance, as awarded, was stunning.  ",1,performance award stunning
305,"the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  ",1,story tell eloquently francis ford coppola 25 year earlier really unfolds gradually leave room character develop
306,In a most wonderful location lies a story of contrast.  ,1,wonderful location lie story contrast
307,All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  ,1,beautiful direct film nicolas roeg wih sublime cast
