,text,sentiment,clean_message
83,"Overall, the film is interesting and thought-provoking.  ",1,overal the film be interest and thoughtprovok
84,"Plus, it was well-paced and suited its relatively short run time.  ",1,plu it be wellpac and suit it rel short run time
85,Give this one a look.  ,1,give thi one a look
86,I gave it a 10  ,1,i give it a 10
87,The Wind and the Lion is well written and superbly acted.  ,1,the wind and the lion be well write and superbl act
88,It is a true classic.  ,1,it be a true classic
89,It actually turned out to be pretty decent as far as B-list horror/suspense films go.  ,1,it actual turn out to be pretti decent as far a blist horrorsuspens film go
90,Definitely worth checking out.  ,1,definit worth check out
95,MANNA FROM HEAVEN is a terrific film that is both predictable and unpredictable at the same time.  ,1,manna from heaven be a terrif film that be both predict and unpredict at the same time
96,The scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going.  ,1,the scene be often funni and occasion touch a the charact evalu their life and where they be go
97,The cast of veteran actors are more than just a nostalgia trip.  ,1,the cast of veteran actor be more than just a nostalgia trip
98,Ursula Burton's portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.  ,1,ursula burton portray of the nun be both touch and funni at the same time with out make fun of nun or the church
99,"If you are looking for a movie with a terrific cast, some good music(including a Shirley Jones rendition of ""The Way You Look Tonight""), and an uplifting ending, give this one a try.  ",1,if you be look for a movi with a terrif cast some good musicinclud a shirley jone rendit of the way you look tonight and an uplift end give thi one a tri
100,I don't think you will be disappointed.  ,1,i dont think you will be disappoint
106,"The only thing really worth watching was the scenery and the house, because it is beautiful.  ",1,the onli thing realli worth watch be the sceneri and the hous becaus it be beauti
109,But in terms of the writing it's very fresh and bold.  ,1,but in term of the write it veri fresh and bold
110,"The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.  ",1,the act help the write along veri well mayb the idiotsav sister could have be play well and it be a real joy to watch
118,"Some applause should be given to the ""prelude"" however.  ",1,some applaus should be give to the prelud howev
119,I really liked that.  ,1,i realli like that
120,A great film by a great director.  ,1,a great film by a great director
121,The movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night.  ,1,the movi have you on the edg of your seat and make you somewhat afraid to go to your car at the end of the night
122,The music in the film is really nice too.  ,1,the music in the film be realli nice too
123,I'd advise anyone to go and see it.  ,1,id advis anyon to go and see it
124,Brilliant!  ,1,brilliant
125,10/10  ,1,1010
126,I liked this movie way too much.  ,1,i like thi movi way too much
128,It rocked my world and is certainly a must see for anyone with no social or physical outlets.  ,1,it rock my world and be certainli a must see for anyon with no social or physic outlet
144,This is definitely a cult classic well worth viewing and sharing with others.  ,1,thi be definit a cult classic well worth view and share with other
151,"Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  ",1,also it a real treat to see anthoni quinn play crazi hors
168,"Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  ",1,still i do like thi movi for it empower of woman there not enough movi out there like thi one
189,An excellent performance from Ms.  ,1,an excel perform from m
190,"Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  ",1,garbo who show right off the bat that her talent could carri over from the silent era i want to see some of her silent work but netflix doesnt seem to be stock them
191,It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  ,1,it also great to see that renown silent screenwrit franc marion hasnt miss a step go from silent to sound
196,You'll love it!  ,1,youll love it
201,The movie I received was a great quality film for it's age.  ,1,the movi i receiv be a great qualiti film for it age
202,John Wayne did an incredible job for being so young in the movie industry.  ,1,john wayn do an incred job for be so young in the movi industri
203,His on screen presence shined thought even though there were other senior actors on the screen with him.  ,1,hi on screen presenc shin think even though there be other senior actor on the screen with him
204,I think that it is a must see older John Wayne film.  ,1,i think that it be a must see old john wayn film
209,Jamie Foxx absolutely IS Ray Charles.  ,1,jami foxx absolut be ray charl
210,His performance is simply genius.  ,1,hi perform be simpli geniu
211,"He owns the film, just as Spacek owned ""Coal Miner's Daughter"" and Quaid owned ""Great Balls of Fire.  ",1,he own the film just a spacek own coal miner daughter and quaid own great ball of fire
212,"In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  ",1,in fact it hard to rememb that the part of ray charl be be act and not play by the man himself
213,Ray Charles is legendary.  ,1,ray charl be legendari
214,"Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  ",1,ray charl life provid excel biograph materi for the film which go well beyond be just anoth movi about a musician
215,Hitchcock is a great director.  ,1,hitchcock be a great director
217,"Secondly, Hitchcock pretty much perfected the thriller and chase movie.  ",1,secondli hitchcock pretti much perfect the thriller and chase movi
228,"When I first watched this movie, in the 80s, I loved it.  ",1,when i first watch thi movi in the 80 i love it
229,"I was totally fascinated by the music, the dancing... everything.  ",1,i be total fascin by the music the danc everyth
242,"If good intentions made a film great, then this film might be one of the greatest films ever made.  ",1,if good intent make a film great then thi film might be one of the great film ever make
243,"The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  ",1,the film have great actor a master director a signific themeat least a wouldb signific theme underton of fifti existenti worldweari aerial scene that ought to have thrill both sen and imagin and charact about which one might deepli care
247,"Yet, I enjoy watching it.  ",1,yet i enjoy watch it
255,That was nice.  ,1,that be nice
256,That was funny.  ,1,that be funni
257,It was so funny.  ,1,it be so funni
261,"***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  ",1,spoiler whatev els can or cant be say about it surfac be superbl craft
262,The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  ,1,the cinematographi be simpli stun to say the least and the fx be noth if not stateoftheart
263,"Conceptually, the show offers a little bit of everything- and for just about everybody (parents, kids, fantasy and/or fx fans).  ",1,conceptu the show offer a littl bit of everyth and for just about everybodi parent kid fantasi andor fx fan
264,"And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  ",1,and there wasnt a singl sour note strike actingwis either some surprisingli solid cast here
265,"All things considered, a job very well done.  ",1,all thing consid a job veri well do
266,Thanks good a movie like this was done and released.  ,1,thank good a movi like thi be do and releas
267,"One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  ",1,one of the best mexican movi ever and one of the less understood even by mexican themselv no matter how identifi the should have felt with it
268,"It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  ",1,it rank highli a a great noircrimedrama incred perform by belmondo and lino ventura
269,"The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  ",1,the attent give to everi charact and complex psycholog portray detail loyalti treacheri love and hope be tremend
270,"It is an excellent drama, an excellent thriller, and an excellent film.  ",1,it be an excel drama an excel thriller and an excel film
271,Up there with the best of Melville.  ,1,up there with the best of melvil
272,Everything about this film is simply incredible.  ,1,everyth about thi film be simpli incred
273,You truly take this journey through the eyes and soul of a child.  ,1,you truli take thi journey through the eye and soul of a child
274,BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  ,1,black water be a thriller that manag to complet transcend it limit it an indi flick by continu subvert expect to emerg a an intens experi
275,"The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  ",1,the perform be real and grip the crocdodil be extrem well do inde if the black water websit be to be believ that becaus they use real croc and the swamp locat be fabul
276,I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  ,1,i thoroughli enjoy it when christoph eccleston take control of the tardi and the continu of the seri
279,There is a lot of beautiful places.  ,1,there be a lot of beauti place
292,An AMAZING finale to possibly the BEST trilogy of all time!  ,1,an amaz final to possibl the best trilog of all time
293,Kieslowski never ceases to amaze me.  ,1,kieslowski never ceas to amaz me
294,"He is one of my favourite directors, and one of the most talented directors in the history of cinema.  ",1,he be one of my favourit director and one of the most talent director in the histori of cinema
295,"His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  ",1,hi use of the colour of the french flag in the three film be noth short of incred everi shot everi scene be like a work of art
296,Three of the most visually appealing movies i've ever seen.  ,1,three of the most visual appeal movi ive ever see
297,And his subtle connections between the three films are awesome.  ,1,and hi subtl connect between the three film be awesom
298,"I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  ",1,i have to mention thi and it be a huge spoiler i love the end how all the charact of the three film be the remain survivor of the ferri disast with valentin and the young judg togeth and the old man watch it on her tv solidifi hi happi over the suffer which he deal with for those mani year
299,"I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  ",1,i couldnt think of a good way to end the film but a smile on my face great way to wrap up an amaz film and trilog
300,"I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  ",1,i recommend thi for everyon who love film movi anythinga work of art
301,10 out of 10 for both the movie and trilogy.  ,1,10 out of 10 for both the movi and trilog
303,I think i was one of the people who found this another one of roth's pearls.  ,1,i think i be one of the peopl who find thi anoth one of roth pearl
304,"his performance, as awarded, was stunning.  ",1,hi perform a award be stun
305,"the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  ",1,the stori which be tell so eloqu by franci ford coppola 25 year earlier realli unfold gradual and leav room for the charact to develop
306,In a most wonderful location lies a story of contrast.  ,1,in a most wonder locat lie a stori of contrast
307,All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  ,1,all in all a beauti direct film from nicola roeg wih a sublim cast
312,This is such a fun and funny movie.  ,1,thi be such a fun and funni movi
313,Highly entertaining at all angles.  ,1,highli entertain at all angl
314,"It features an outlandish array of memorable, psychotic but lovable nuts.  ",1,it featur an outlandish array of memor psychot but lovabl nut
315,"So for our enjoyment we get to see them run around, play games, and be dangerous.  ",1,so for our enjoy we get to see them run around play game and be danger
316,It even has its sweet moments.  ,1,it even have it sweet moment
317,The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  ,1,the telephon repair man be realli funni and hi reaction to the nut and bitchi bo be truli genuin
318,All the characters in this film are tremendously well played.  ,1,all the charact in thi film be tremend well play
319,And I really did find them funny.  ,1,and i realli do find them funni
320,This is actually a very smart movie.  ,1,thi be actual a veri smart movi
321,There is a brilliant twist ending.  ,1,there be a brilliant twist end
322,I love it.  ,1,i love it
323,"The ending is so, SO perfect... you'll shed a tear.  ",1,the end be so so perfect youll shed a tear
324,I am so thrilled after seeing a movie like this.  ,1,i be so thrill after see a movi like thi
325,I will never forget it now.  ,1,i will never forget it now
326,It is not just a cult... it is a cult CLASSIC.  ,1,it be not just a cult it be a cult classic
341,It is a really good show to watch.  ,1,it be a realli good show to watch
342,It is very educational for children 1 to 8 years old.  ,1,it be veri educ for child 1 to 8 year old
343,Barney is definitely super DE duper.  ,1,barney be definit super de duper
344,is pretty funny.  ,1,be pretti funni
345,Babie Bop is very cute.  ,1,babi bop be veri cute
346,The kids are very cool too.  ,1,the kid be veri cool too
353,I would give this television series a 10 plus if i could.  ,1,i would give thi televis seri a 10 plu if i could
354,"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  ",1,the writer be smack on and i think the best actor and actress be a bonu to the showthes charact be so real
355,I must say I have taped most of the episodes and i find myself watching them over and over again.  ,1,i must say i have tap most of the episod and i find myself watch them over and over again
356,Now you know why I gave it a 10+!  ,1,now you know whi i give it a 10
357,"I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  ",1,i dont know exactli what it be about thi movi but we latch on to thi endear movi and it have becom a special part of our famili memori
358,I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  ,1,i total and absolut recommend thi movi to anyon who like good wholesom famili movi becaus that be exactli what thi be
359,The things that the four kids get themselves into is absolutely hilarious to watch.  ,1,the thing that the four kid get themselv into be absolut hilari to watch
360,This is one of the best movies out there that shows such strong sibling bond for each other.  ,1,thi be one of the best movi out there that show such strong sibl bond for each other
361,"Much more interesting, more action, more suspense, and less of the unneeded controversy.  ",1,much more interest more action more suspens and less of the unneed controversi
362,Everything from acting to cinematography was solid.  ,1,everyth from act to cinematographi be solid
363,Definitely worth checking out.  ,1,definit worth check out
364,Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  ,1,damian be so talent and versatil in so mani way of write and portray differ charact on screen
365,This movie has a cutting edge to it.  ,1,thi movi have a cut edg to it
366,"I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  ",1,i be so pleas to know such a modern day geniu be out there let be passion for art drive him and take u a an audienc with him
375,"Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  ",1,elia koteasjack palanc play good role angelina be hot and get nakedbilli drago appear in thi and be cool a usual a cameo by sven ole thorsen help make thi a veri enjoy movi with good act and a decent budget
376,This was such an awesome movie that i bought it off of Ebay.  ,1,thi be such an awesom movi that i buy it off of ebay
377,"I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele, just ask away:)  ",1,i realli love the stori line and the poler bear be kinda cutebut if anyon have a question about fort steel just ask away
382,"I think the most wonderful parts (literally, full of ""wonder"") are the excerpts from his works.  ",1,i think the most wonder part liter full of wonder be the excerpt from hi work
383,"The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  ",1,the set especi design to work with the camera be amazingstyl beauti and effect
384,They could be used as exemplars for any set designer.  ,1,they could be use a exemplar for ani set design
385,The stories were powerful explorations of the nature of man and of art.  ,1,the stori be power explor of the natur of man and of art
386,"After watching this film, I wanted to learn more about the works of this artist.  ",1,after watch thi film i want to learn more about the work of thi artist
387,"I highly recommend this movie for anyone interested in art, poetry, theater, politics, or Japanese history.  ",1,i highli recommend thi movi for anyon interest in art poetri theater polit or japanes histori
388,"Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  ",1,here in the wind and the lion we see a wonder render of america own imperi age
389,") What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  ",1,what make thi stori differ be the terrif product valu faultless photographi composit and edit the terrif cast the underappreci brian keith play a bulli teddi and vivid histori
390,"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  ",1,though the wind and the lion be tell larg through the eye of the son everi member of the famili can identifi with one of the charact whether it be sean conneri nobl brigand candac bergen feisti heroin john huston wili john hay or steve kanali spiffi radiant ruthless cando lieuten roosevelt big stick
391,This is high adventure at its best.  ,1,thi be high adventur at it best
392,"I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  ",1,i think it be robert ryan best film becaus he portray someon like my father and he be a schizophren in real lifemi father although he never murder anyon but be affect more so dure the second world war which make him wors
393,Having to humour him just to get by and get through the day was so apt.  ,1,have to humour him just to get by and get through the day be so apt
394,"(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  ",1,my mother and brother have to do thiswhen i saw robert ryan portray thi type of man it be a veri good imit of thi type of individu and i be impress
398,Non-linear narration thus many flashbacks and every part are articulated quite well.  ,1,nonlinear narrat thu mani flashback and everi part be articul quit well
399,The good cinematography also makes her and Monica Bellucci look very beautiful.  ,1,the good cinematographi also make her and monica bellucci look veri beauti
400,A good commentary of today's love and undoubtedly a film worth seeing.  ,1,a good commentari of today love and undoubtedli a film worth see
401,"For people who are first timers in film making, I think they did an excellent job!!  ",1,for peopl who be first timer in film make i think they do an excel job
402,"It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  ",1,it be veri popular when i be in the cinema a good hous and veri good reaction and plenti of laugh
403,It's a feel-good film and that's how I felt when I came out of the cinema!  ,1,it a feelgood film and that how i felt when i come out of the cinema
404,It has northern humour and positive about the community it represents.  ,1,it have northern humour and posit about the commun it repres
405,I rather enjoyed it.  ,1,i rather enjoy it
406,I liked it.  ,1,i like it
408,It really created a unique feeling though.  ,1,it realli creat a uniqu feel though
409,Vivian Schilling did an excellent job with the script.  ,1,vivian schill do an excel job with the script
410,A world better than 95% of the garbage in the theatres today.  ,1,a world good than 95 of the garbag in the theatr today
411,Her role was played well.  ,1,her role be play well
412,Not too screamy not to masculine but just right.  ,1,not too screami not to masculin but just right
413,The camera really likes her in this movie.  ,1,the camera realli like her in thi movi
414,I would have casted her in that role after ready the script.  ,1,i would have cast her in that role after readi the script
415,"As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  ",1,a a european the movi be a nice throwback to my time a a student in the 1980 and the experi i have live abroad and interact with other nation although the circumst be slightli differ
421,"This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  ",1,thi movi be excellentangel be beauti and scamp be adorablehi littl yelp when he scaredand the funni part be whenscamp be catch under the curtain and when angel and scamp be sing ive never have thi feel beforei total recommend thi movieit come out on special edit on june 20the cover have scamp on a garbag can and angel underneath the lid
422,"I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  ",1,i just cant explain thi movi more than romanticcharminghilariousand adorableth junkyard scene be funnyal the junkyard dog have someth specialtoo funni i laughedkid will love itbuy it when it come outit have new featur
435,"An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!).  ",1,an interest premis and billi drago be alway good a a danger nutbag side note id love to see drago stephen mchatti and lanc hendrikson in a flick togeth talk about rag cheekbon
436,"The soundtrack wasn't terrible, either.  ",1,the soundtrack wasnt terribl either
438,"Still, it was the SETS that got a big ""10"" on my ""oy-vey"" scale.  ",1,still it be the set that get a big 10 on my oyvey scale
440,Both do good jobs and are quite amusing.  ,1,both do good job and be quit amus
443,The last 15 minutes of movie are also not bad as well.  ,1,the last 15 minut of movi be also not bad a well
446,"I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  ",1,i like armand assant my cabl compani summari sound interest so i watch it twice alreadi and probabl will again
447,I believe the screenwriter did a good job of tying up the loose ends.  ,1,i believ the screenwrit do a good job of tie up the loos end
448,My 8/10 score is mostly for the plot.  ,1,my 810 score be mostli for the plot
449,"I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  ",1,i wont say ani more i dont like spoiler so i dont want to be one but i believ thi film be worth your time
467,I was deeply impressed with the character he played.  ,1,i be deepli impress with the charact he play
468,I knew when I saw the film that more great things were to come from this gifted actor.  ,1,i know when i saw the film that more great thing be to come from thi gift actor
482,"I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  ",1,i love thi movi it be a great portray of a famili who have it share of up and down but in the end they know that special love they have for each other
483,"I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  ",1,i have see mani movi star jaclyn smith but my god thi be one of her best though it come out 12 year ago
484,"This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  ",1,thi movi contain an allstar cast and what i love the most be that it open my eye to see other actor who i havent see befor
485,"This movie was kind of long in length, but I enjoyed every minute of it.  ",1,thi movi be kind of long in length but i enjoy everi minut of it
486,Overall I rate this movie a 10 out of a 1-10 scale.  ,1,overal i rate thi movi a 10 out of a 110 scale
487,"Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.  ",1,lifetim do not air it enough so if anyon know what store sell it let me know becaus thi be a musthav
490,"Totally different, with loads of understatement and black comedy, this is a film few get to see, but those who do will remember it.  ",1,total differ with load of understat and black comedi thi be a film few get to see but those who do will rememb it
491,"This movie creates its own universe, and is fascinating in every way.  ",1,thi movi creat it own univers and be fascin in everi way
492,But this movie really got to me.  ,1,but thi movi realli get to me
493,See it.  ,1,see it
494,"I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  ",1,i realli hope the team behind thi movi make more movi and that they will continu to do so in their own some kinda weird style
495,"And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  ",1,and i forget the cast here i superb with trond fausa aurvåg be perfect in the role a the bothersom man who doesnt understand where he be what he be do and whi
496,This movie is a good and humorous comment on life in 2006.  ,1,thi movi be a good and humor comment on life in 2006
497,"I found this move beautiful, enjoyable, and uplifting.  ",1,i find thi move beauti enjoy and uplift
498,"Initially the local sites in the film, which was filmed here in Buffalo, intrigued me.  ",1,initi the local site in the film which be film here in buffalo intrigu me
499,Later I found myself lost in the power of the film.  ,1,later i find myself lose in the power of the film
500,The entire audience applauded at the conclusion of the film.  ,1,the entir audienc applaud at the conclus of the film
501,"I left the theater with a lilt in my step, joy in my heart and hope for the human race.  ",1,i leav the theater with a lilt in my step joy in my heart and hope for the human race
502,Duris has a wholesome appearance and gives a fine performance.  ,1,duri have a wholesom appear and give a fine perform
503,The rest of the cast also play well.  ,1,the rest of the cast also play well
504,Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  ,1,cinematographi noteworthi includ fine view of barcelona and it fame gaudi tower
511,The cast is good.  ,1,the cast be good
512,"For that, it's worth checking out.  ",1,for that it worth check out
531,the cast was great.  ,1,the cast be great
532,"steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  ",1,steve martin deliv a realli funni perform of a middleag upper class uptight white guy
533,add betty white and jean smart and you have a great cast - everyone played their parts really well.  ,1,add betti white and jean smart and you have a great cast everyon play their part realli well
540,STEAMBOAT WILLIE is an amazingly important film to our cinema history.  ,1,steamboat willi be an amazingli import film to our cinema histori
541,This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  ,1,thi second appear of mickey mous follow the silent plane crazi earlier that year be probabl hi most famou filmmostli becaus it be so groundbreak
542,"While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  ",1,while you dont yet hear mickey speak there be ton of sound effect and music throughout the filmsometh we take for grant now but which be a huge crowd pleaser in 1928
543,"However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  ",1,howev after see the short again after about 25 year i be amaz at how timeless the film actual be
544,"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  ",1,it just ador see mickey play turkey in the straw in a highli imagin if occasion cruel way
545,Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  ,1,clever and a real crowdpleaserthi film still rank among mickey best film even after 80 wonder year
